ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2823344-20240216,2947656,481734,1,"LTF Club Operations Company, Inc.",Life Time River North at One Chicago,"15 W CHICAGO AVE 8TH, 9TH",CHICAGO,IL,60610,42,40,42-40,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2823344,RENEW,,12/15/2023,12/15/2023,N,02/16/2024,01/15/2026,12/15/2023,06/04/2024,AAI,,,41.89655848,-87.628859202,POINT (-87.62885920239039 41.89655847960636)
42729-20240216,2944783,34865,1,SKYLINE MANAGEMENT CO.,SPY BAR,303 W ERIE ST LL L101,CHICAGO,IL,60654,42,39,42-39,18,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,42729,RENEW,,12/15/2023,02/08/2024,N,02/16/2024,02/15/2026,02/08/2024,02/09/2024,AAI,,,41.893856817,-87.635795848,POINT (-87.63579584784382 41.893856817238635)
2812748-20240216,2947271,460351,2,"215 E OHIO, INC.",MINGHIN STREETERVILLE,213-215 E OHIO ST 1,CHICAGO,IL,60611,2,35,2-35,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2812748,RENEW,,12/15/2023,02/22/2024,N,02/16/2024,02/15/2026,02/22/2024,02/23/2024,AAI,,,41.89245894,-87.622112401,POINT (-87.62211240129513 41.8924589403376)
14629-20240216,2944430,6526,1,"TOPO GIGIO, INC.",TOPO GIGIO RISTORANTE,1514-1516 N WELLS ST 1ST,CHICAGO,IL,60610,2,46,2-46,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,14629,RENEW,,12/15/2023,02/20/2024,N,02/16/2024,02/15/2026,02/20/2024,02/21/2024,AAI,,48,41.909637819,-87.634809411,POINT (-87.6348094114575 41.90963781889213)
2397281-20240216,2945640,316046,2,"S & L ENTERTAINMENT, LLC",BLUE DOOR KITCHEN + GARDEN,52 W ELM ST 1 & 2,CHICAGO,IL,60610,2,36,2-36,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2397281,RENEW,,12/15/2023,02/13/2024,N,02/16/2024,02/15/2026,02/13/2024,02/21/2024,AAI,,,41.903256045,-87.630502987,POINT (-87.63050298655887 41.90325604516536)
2437088-20240216,2944755,32462,1,"STOP & DRINK, INC.",CLARK STREET ALE HOUSE,742 N CLARK ST,CHICAGO,IL,60654,42,57,42-57,18,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2437088,RENEW,,12/15/2023,12/28/2023,N,02/16/2024,02/15/2026,01/22/2024,03/15/2024,AAI,,,41.896133448,-87.63138315,POINT (-87.6313831499474 41.896133448405855)
1516294-20240216,2944781,34865,1,SKYLINE MANAGEMENT CO.,SPY BAR,303 W ERIE ST LL L101,CHICAGO,IL,60654,42,39,42-39,18,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1516294,RENEW,,12/15/2023,02/08/2024,N,02/16/2024,02/15/2026,02/15/2024,02/15/2024,AAI,,,41.893856817,-87.635795848,POINT (-87.63579584784382 41.893856817238635)
2608294-20240216,2944945,85721,1,"632 N. DEARBORN OPERATIONS, LLC",TAO CHICAGO,632 N DEARBORN ST LL & 1,CHICAGO,IL,60654,42,39,42-39,18,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2608294,RENEW,,12/15/2023,02/20/2024,N,02/16/2024,02/15/2026,02/07/2024,02/08/2024,AAI,,,41.893359354,-87.629845147,POINT (-87.62984514678733 41.89335935419248)
1620707-20240216,2945305,295045,1,"POPS FOR CHAMPAGNE LTD., LLC",POPS FOR CHAMPAGNE,601-605 N STATE ST 1,CHICAGO,IL,60654,42,22,42-22,18,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1620707,RENEW,,12/15/2023,02/12/2024,N,02/16/2024,02/15/2026,02/12/2024,02/13/2024,AAI,,,41.892517293,-87.627949718,POINT (-87.62794971765776 41.89251729286969)
65377-20240216,2944686,20335,1,"640 HUBBARD, INC.",CITY POOL HALL,640 W HUBBARD ST,CHICAGO,IL,60654,27,11,27-11,12,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,65377,RENEW,,12/15/2023,01/05/2024,N,02/16/2024,02/15/2026,02/15/2024,02/16/2024,AAI,,,41.890236753,-87.64442683,POINT (-87.64442682991817 41.89023675339099)
1171249-20240216,2945110,219072,1,"25 W. HUBBARD, INC.",ROCBAR,25 W HUBBARD ST LL + 1,CHICAGO,IL,60654,42,25,42-25,18,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1171249,RENEW,,12/15/2023,02/13/2024,N,02/16/2024,02/15/2026,02/13/2024,02/28/2024,AAI,,,41.889940021,-87.628948272,POINT (-87.62894827231133 41.88994002083373)
2355071-20240216,2944472,9244,19,TRATTORIA PIZZERIA ROMA INC.,WOODIE'S FLAT,"1535 N WELLS ST BSMT, 1ST, AND 2ND",CHICAGO,IL,60610,2,54,2-54,18,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2355071,RENEW,,12/15/2023,02/09/2024,N,02/16/2024,02/15/2026,02/09/2024,02/13/2024,AAI,,48,41.910189525,-87.634533167,POINT (-87.63453316663663 41.91018952506366)
2405011-20240216,2944309,131,19,"MILITO'S, LTD.",ORSO'S RESTAURANT,1401 N WELLS ST BSMT AND 1,CHICAGO,IL,60610,2,54,2-54,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2405011,RENEW,,12/15/2023,12/15/2023,N,02/16/2024,02/15/2026,12/15/2023,12/18/2023,AAI,,48,41.907742845,-87.634460793,POINT (-87.63446079255868 41.90774284494958)
2477258-20240216,2946981,408271,1,REVEL MOTOR ROW LLC,REVEL MOTOR ROW,2400-2410 S MICHIGAN AVE,CHICAGO,IL,60616,3,3,3-3,1,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2477258,RENEW,,12/15/2023,02/28/2024,N,02/16/2024,02/15/2026,09/04/2024,09/05/2024,AAI,,,41.849242854,-87.623860899,POINT (-87.62386089877268 41.849242854384286)
36560-20240216,2944553,15252,1,"BS & JL, INC.",UNDERGROUND WONDER BAR,710 N CLARK ST,CHICAGO,IL,60610,42,57,42-57,18,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,36560,RENEW,,12/15/2023,02/05/2024,N,02/16/2024,02/15/2026,02/05/2024,09/05/2024,AAI,,,41.895231786,-87.6313589,POINT (-87.63135889968055 41.8952317861976)
32274-20240216,2944344,2679,1,"THE HANGGE-UPPE, INC.","THE HANGGE- UPPE, INC.",14 W ELM ST 1,CHICAGO,IL,60610,2,29,2-29,18,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,32274,RENEW,,12/15/2023,12/15/2023,N,02/16/2024,02/15/2026,12/15/2023,02/29/2024,AAI,,,41.903276414,-87.629214314,POINT (-87.62921431382145 41.90327641442854)
2550135-20240216,2945176,261324,1,A RED ORCHID THEATRE,A RED ORCHID THEATRE,1531 N WELLS ST,CHICAGO,IL,60610,2,54,2-54,18,1050,Public Place of Amusement,697,Live Theatrical and Other Live Cultural Performances (Performing Arts Venue),2550135,RENEW,,12/15/2023,02/09/2024,N,02/16/2024,02/15/2026,02/09/2024,05/09/2024,AAI,,48,41.910080242,-87.634529769,POINT (-87.63452976939911 41.91008024220972)
2443374-20240216,2945262,278879,2,"BUTTERFLY SOCIAL CLUB, INC.",CLOVER SPORTS BAR,722-724 W GRAND AVE,CHICAGO,IL,60654,27,11,27-11,12,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2443374,RENEW,,12/15/2023,02/02/2024,N,02/16/2024,02/15/2026,02/13/2024,02/14/2024,AAI,,,41.891305558,-87.646806628,POINT (-87.64680662847142 41.89130555785565)
51153-20240216,2944806,37843,1,"751 N. CLARK, INC.",Celtic Crossing,751 N CLARK ST 1ST,CHICAGO,IL,60654,42,57,42-57,18,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,51153,RENEW,,12/15/2023,02/13/2024,N,02/16/2024,02/15/2026,02/13/2024,02/13/2024,AAI,,,41.896406651,-87.631094811,POINT (-87.63109481062298 41.896406651494814)
24568-20240216,2944482,9921,2,"LAILA'S GRAND GAME ROOM, INC.",LAILAS GRAND BILLIARDS,7110 W GRAND AVE 1ST,CHICAGO,IL,60707,29,1,29-1,25,1050,Public Place of Amusement,743 | 767,Provides Onsite Amusement or Entertainment | Retail Sales of General Merchandise and Non-Perishable Food,24568,RENEW,,12/15/2023,,N,02/16/2024,02/15/2026,01/16/2024,01/16/2024,AAI,,,41.923648648,-87.803083943,POINT (-87.80308394347287 41.923648647963255)
2846045-20240216,2944918,68120,140,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,Bistro,1400 S JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR 1,CHICAGO,IL,60605,4,19,4-19,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2846045,RENEW,,12/15/2023,01/11/2024,N,02/16/2024,09/15/2025,01/11/2024,01/11/2024,AAI,,,41.86403564,-87.619297069,POINT (-87.61929706919213 41.86403563981369)
55256-20240216,2944657,18126,6,"WESTIN RIVER NORTH, CHICAGO BEVERAGE COMPANY",WESTIN RIVER NORTH CHGO HOTEL,320 N DEARBORN ST  BANQU,CHICAGO,IL,60654,42,32,42-32,18,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,55256,RENEW,,12/15/2023,02/07/2024,N,02/16/2024,02/15/2026,02/07/2024,02/08/2024,AAI,,,41.888070378,-87.629692257,POINT (-87.62969225672218 41.88807037763845)
2359062-20240216,2944807,37843,1,"751 N. CLARK, INC.",Celtic Crossing,751 N CLARK ST 1ST,CHICAGO,IL,60654,42,57,42-57,18,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2359062,RENEW,,12/15/2023,02/13/2024,N,02/16/2024,02/15/2026,02/13/2024,02/13/2024,AAI,,,41.896406651,-87.631094811,POINT (-87.63109481062298 41.896406651494814)
2353895-20240216,2946669,381872,1,EAST ROOM LTD.,EASY DOES IT,2352-2358 N MILWAUKEE AVE 2,CHICAGO,IL,60647,1,10,1-10,14,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2353895,RENEW,,12/15/2023,02/14/2024,N,02/16/2024,02/15/2026,02/14/2024,02/16/2024,AAI,,,41.923873095,-87.699162854,POINT (-87.69916285360124 41.92387309514714)
1803238-20240216,2945632,314886,1,228 CHICAGO LLC,CHALET CHICAGO,228 W CHICAGO AVE 1ST & 2ND,CHICAGO,IL,60610,27,28,27-28,18,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1803238,RENEW,,12/15/2023,02/23/2024,N,02/16/2024,02/15/2026,02/23/2024,05/20/2024,AAI,,,41.896700058,-87.635460848,POINT (-87.63546084750608 41.89670005827599)
2934803-20240209,2934803,383408,2,"FULTON MARKET KITCHEN, LLC",FULTON MARKET KITCHEN,311 N SANGAMON ST LL-MEZZ,CHICAGO,IL,60607,27,45,27-45,12,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2934803,ISSUE,10/06/2023,10/06/2023,10/06/2023,N,02/09/2024,12/15/2025,02/09/2024,02/09/2024,AAI,,,41.887114586,-87.650870226,POINT (-87.65087022605566 41.887114585601694)
2912791-20240205,2912791,476909,1,ADZ Operating LLC,Willie Lill's,433 W DIVERSEY PKWY 1,CHICAGO,IL,60614,43,13,43-13,19,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2912791,ISSUE,06/08/2023,06/08/2023,06/09/2023,N,02/05/2024,02/15/2026,02/05/2024,02/05/2024,AAI,,,41.932774231,-87.640685042,POINT (-87.64068504180638 41.93277423124578)
2944076-20240129,2944076,414506,3,AMERICAN BLUES THEATER NFP,American Blues Theater,5627 N LINCOLN AVE,CHICAGO,IL,60659,40,24,40-24,20,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2944076,ISSUE,12/08/2023,12/08/2023,12/08/2023,N,01/29/2024,02/15/2026,01/29/2024,01/29/2024,AAI,,,41.983786851,-87.69599142,POINT (-87.69599142013564 41.983786850727384)
2917564-20240126,2917564,498519,1,SUGAR BOWL CHICAGO LLC,Sweet Cafe,6348 W HIGGINS AVE 1,CHICAGO,IL,60630,41,26,41-26,16,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2917564,ISSUE,06/20/2023,06/20/2023,06/20/2023,Y,01/26/2024,02/15/2026,01/26/2024,01/26/2024,AAI,,,41.976123283,-87.786993751,POINT (-87.78699375091075 41.976123282812146)
2924591-20240122,2924591,500011,1,South Chicago Blues Club Inc,Lee's Unleaded Blues,7401 S SOUTH CHICAGO AVE FLOOR 1,CHICAGO,IL,60619,5,12,5-12,3,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2924591,ISSUE,08/08/2023,08/09/2023,08/08/2023,Y,01/22/2024,02/15/2026,01/22/2024,01/22/2024,AAI,,,41.760530165,-87.597923968,POINT (-87.59792396776683 41.76053016467859)
2924590-20240122,2924590,500011,1,South Chicago Blues Club Inc,Lee's Unleaded Blues,7401 S SOUTH CHICAGO AVE FLOOR 1,CHICAGO,IL,60619,5,12,5-12,3,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2924590,ISSUE,08/08/2023,08/08/2023,08/08/2023,Y,01/22/2024,02/15/2026,01/22/2024,01/22/2024,AAI,,,41.760530165,-87.597923968,POINT (-87.59792396776683 41.76053016467859)
2917635-20240119,2917635,498557,1,"CLEAR SKIES HOSPITALITY, LLC",SPF PICKLEBALL,2121 N CLYBOURN AVE 1 & FRONT MEZZANINE,CHICAGO,IL,60614,2,22,2-22,18,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2917635,ISSUE,06/20/2023,08/25/2023,11/20/2024,Y,01/19/2024,02/15/2026,01/19/2024,01/19/2024,AAI,,,41.919899684,-87.661805536,POINT (-87.66180553636595 41.91989968396778)
2939213-20240117,2939213,502686,1,DAWN LLC,DAWN LLC,1642 E 56TH ST  STO,CHICAGO,IL,60637,5,35,5-35,2,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2939213,ISSUE,11/08/2023,11/08/2023,11/08/2023,N,01/17/2024,01/15/2026,01/17/2024,01/17/2024,AAI,,61,41.793514076,-87.58494662,POINT (-87.58494662001773 41.79351407619528)
30605-20240116,2940823,31628,1,ADAME & RUIZ INC,CONFESSION,4046 S WESTERN AVE,CHICAGO,IL,60609,12,28,12-28,9,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,30605,RENEW,,11/15/2023,12/13/2023,N,01/16/2024,01/15/2026,12/13/2023,12/14/2023,AAI,,,41.819796798,-87.684881121,POINT (-87.68488112119262 41.81979679814973)
748-20240116,2939540,138,1,GUIDE INC,GUIDE'S SPORTS CLUB,5544 S ARCHER AVE 1ST,CHICAGO,IL,60638,23,34,23-34,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,748,RENEW,,11/15/2023,11/16/2023,N,01/16/2024,01/15/2026,11/16/2023,11/21/2023,AAI,,,41.797992787,-87.748297363,POINT (-87.74829736304864 41.797992787088695)
39193-20240116,2940664,15782,1,THE MAYFIELD INC,THE MAYFIELD  INC,6072 S ARCHER AVE  GROUN,CHICAGO,IL,60638,23,42,23-42,8,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,39193,RENEW,,11/15/2023,01/16/2024,N,01/16/2024,01/15/2026,01/16/2024,01/17/2024,AAI,,,41.794753157,-87.769376623,POINT (-87.76937662292175 41.7947531566514)
13441-20240116,2940573,6267,1,SOLOFRA'S SIDELINE TAP INC,ASH GASTROPUB,6822 W ARCHER AVE 1ST,CHICAGO,IL,60638,23,47,23-47,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,13441,RENEW,,11/15/2023,12/22/2023,N,01/16/2024,01/15/2026,12/22/2023,12/26/2023,AAI,,,41.792246643,-87.792569793,POINT (-87.79256979290604 41.7922466432313)
18879-20240116,2940778,28601,1,"KUBER, INC.",VILLAGE INN,4035 S WALLACE ST 1ST,CHICAGO,IL,60609,11,35,11-35,9,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,18879,RENEW,,11/15/2023,07/19/2024,N,01/16/2024,01/15/2026,07/19/2024,07/22/2024,AAI,,,41.820696208,-87.640838775,POINT (-87.64083877520913 41.82069620754733)
2412660-20240116,2942301,399868,1,"SLEEPING VILLAGE, INC.",SLEEPING VILLAGE,3734-3738 W BELMONT AVE 1,CHICAGO,IL,60618,30,16,30-16,17,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2412660,RENEW,,11/15/2023,12/02/2023,N,01/16/2024,01/15/2026,01/16/2024,01/16/2024,AAI,,,41.939276987,-87.721203432,POINT (-87.72120343176074 41.93927698725887)
1228442-20240116,2941475,220076,1,"GRANAT'S FIRST COUNT, INC.",BOBBY G'S,6843 W ARCHER AVE 1 & ROOFTOP,CHICAGO,IL,60638,13,12,13-12,8,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1228442,RENEW,,11/15/2023,01/03/2024,N,01/16/2024,01/15/2026,01/03/2024,01/04/2024,AAI,,,41.792013747,-87.793276429,POINT (-87.79327642871685 41.792013747165264)
1196578-20240116,2940958,81594,1,"B.T. EXPRESS, INC. OF CHICAGO",RUSH STREET,11601 W TOUHY AVE  CONCO,CHICAGO,IL,60666,41,27,41-27,16,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1196578,RENEW,,11/15/2023,01/18/2024,N,01/16/2024,01/15/2026,01/18/2024,01/19/2024,AAI,,,42.008750766,-87.906874134,POINT (-87.90687413400109 42.00875076599798)
2433135-20240116,2940494,4279,2,"BILL BABS, INC.",KELLY'S TAVERN,4403 S WALLACE ST 1ST,CHICAGO,IL,60609,15,12,15-12,9,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2433135,RENEW,,11/15/2023,01/05/2024,N,01/16/2024,01/15/2026,01/05/2024,01/08/2024,AAI,,,41.814326117,-87.640668438,POINT (-87.64066843784394 41.81432611672509)
59156-20240116,2940883,40982,1,OCHOA'S BAR & GRILL INC.,OCHOA'S BAR & GRILL,1325 W 47TH ST 1ST,CHICAGO,IL,60609,20,51,20-51,9,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,59156,RENEW,,11/15/2023,01/04/2024,N,01/16/2024,01/15/2026,01/04/2024,01/09/2024,AAI,,13,41.80857536,-87.658865404,POINT (-87.65886540390885 41.80857536026874)
1094217-20240116,2941426,207576,1,TOUHY AVENUE OPERATING COMPANY,TOUHY AVENUE VIDEO STORE,12521 W TOUHY AVE ADULTWORLD,CHICAGO,IL,60666,41,27,41-27,16,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1094217,RENEW,,11/15/2023,11/17/2023,N,01/16/2024,01/15/2026,01/16/2024,01/16/2024,AAI,,,42.008058189,-87.933976504,POINT (-87.93397650361851 42.008058189255244)
15831-20240116,2940769,27892,1,LINDA ANN BROTHERS PERRYMAN,LINDA'S PLACE,1044 W 51ST ST 1ST,CHICAGO,IL,60609,20,29,20-29,9,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,15831,RENEW,,11/15/2023,12/01/2023,N,01/16/2024,01/15/2026,12/01/2023,12/04/2023,AAI,,,41.801602004,-87.651982446,POINT (-87.65198244560317 41.80160200374027)
2797320-20240116,2942911,476534,1,"JEWELL AT CHEZ, LLC",JEWELL AT CHEZ,247 E ONTARIO ST 2 & MEZZ N/A,CHICAGO,IL,60611,2,35,2-35,18,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2797320,RENEW,,11/15/2023,02/06/2024,N,01/16/2024,01/15/2026,02/06/2024,02/06/2024,AAI,,,41.893272303,-87.621468796,POINT (-87.62146879561675 41.8932723034826)
2813415-20240116,2942940,479875,1,"New Punch Bowl Chicago West Loop, LLC",Punch Bowl Social,310 N GREEN ST 1-2,CHICAGO,IL,60607,27,45,27-45,12,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2813415,RENEW,,11/15/2023,11/29/2023,N,01/16/2024,11/15/2025,01/02/2024,02/20/2024,AAI,,,41.887192057,-87.648828073,POINT (-87.64882807264597 41.88719205664258)
1334278-20240116,2941541,259043,1,"CAPARI, INC.",DUFFY'S PLACE,6355 S CENTRAL AVE,CHICAGO,IL,60638,13,49,13-49,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1334278,RENEW,,11/15/2023,12/17/2023,N,01/16/2024,01/15/2026,12/17/2023,12/18/2023,AAI,,,41.776417683,-87.761513212,POINT (-87.76151321233951 41.7764176825641)
2708472-20240116,2942417,409233,1,"FAM ENTERTAINMENT THEATER COMPANY, NFP",FAM ENTERTAINMENT,3521 S DR MARTIN LUTHER KING JR DR 2 & 3,CHICAGO,IL,60653,4,19,4-19,2,1050,Public Place of Amusement,698,Live Theatrical and Other Live Cultural Performances Where Organization is Operating as an Incidental Use In a Building Primarily Used In The Conduct of Activities of a Not-For-Profit Organization,2708472,RENEW,,11/15/2023,01/11/2024,N,01/16/2024,01/15/2026,01/11/2024,01/11/2024,AAI,,,41.830385066,-87.616857061,POINT (-87.61685706100118 41.83038506644945)
2542095-20240116,2942483,418027,1,THEO'S LLC,TED'S PLACE,4425 N CENTRAL AVE 1,CHICAGO,IL,60630,45,31,45-31,16,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2542095,RENEW,,11/15/2023,12/19/2023,N,01/16/2024,01/15/2026,12/19/2023,12/20/2023,AAI,,,41.961235549,-87.767121568,POINT (-87.7671215676582 41.96123554915083)
2676964-20240116,2942691,460012,1,"PANIQ TRIO, LLC",PANIQ ROOM CHICAGO,3059-3061 W LOGAN BLVD LL-1ST,CHICAGO,IL,60647,1,14,1-14,14,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2676964,RENEW,,11/15/2023,02/03/2024,N,01/16/2024,01/15/2026,02/03/2024,02/05/2024,AAI,,,41.92829363,-87.70481332,POINT (-87.70481331979636 41.928293629668865)
40992-20240116,2940668,16047,1,"LAST CALL LOUNGE, INC.",LAST CALL LOUNGE,6316-6318 W 65TH ST 1ST,CHICAGO,IL,60638,23,4,23-4,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,40992,RENEW,,11/15/2023,12/18/2023,N,01/16/2024,01/15/2026,12/18/2023,01/30/2024,AAI,,,41.774156951,-87.779407886,POINT (-87.77940788571328 41.77415695093783)
2817315-20240116,2942957,480522,1,"SBH CHI, LLC",BARSTOOL RIVER NORTH,14-18 W HUBBARD ST 1ST AND BASEMENT,CHICAGO,IL,60654,42,25,42-25,18,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2817315,RENEW,,11/15/2023,12/12/2023,N,01/16/2024,01/15/2026,01/22/2024,04/15/2024,AAI,,,41.8901664,-87.628545794,POINT (-87.62854579369515 41.89016640039207)
2559740-20240116,2942503,421604,1,ROMME HOSPITALITY LLC,PROGRESSBAR,3359 N HALSTED ST 1,CHICAGO,IL,60657,44,33,44-33,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2559740,RENEW,,11/15/2023,01/08/2024,N,01/16/2024,01/15/2026,01/08/2024,01/09/2024,AAI,,8,41.943573161,-87.649226641,POINT (-87.64922664095873 41.94357316110511)
1493051-20240116,2940795,29648,2,"THE CONTINENTAL HOUSE, INC.",CONTINENTAL LIQUORS,1628-1630 W 47TH ST,CHICAGO,IL,60609,15,13,15-13,9,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1493051,RENEW,,11/15/2023,01/05/2024,N,01/16/2024,01/15/2026,01/05/2024,01/12/2024,AAI,,10,41.808692265,-87.666112993,POINT (-87.66611299346467 41.80869226519778)
2308795-20240116,2942270,388052,1,"THE LEAVITT STREET TAVERN, LLC",The Leavitt Street Inn & Tavern,2345 N LEAVITT ST 1,CHICAGO,IL,60647,32,28,32-28,14,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2308795,RENEW,,11/15/2023,12/21/2023,N,01/16/2024,01/15/2026,12/21/2023,12/22/2023,AAI,,33,41.924053372,-87.682586262,POINT (-87.68258626163593 41.92405337234114)
2536575-20240116,2942473,415087,1,CHEVAL WELLS LLC,SMALL CHEVAL,1345 N WELLS ST 1,CHICAGO,IL,60610,2,19,2-19,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2536575,RENEW,,11/15/2023,12/27/2023,N,01/16/2024,01/15/2026,12/27/2023,12/28/2023,AAI,,,41.907072252,-87.634440451,POINT (-87.63444045109864 41.90707225183964)
54620-20240116,2940689,18015,1,"KEV, LIMITED",HALINA'S PUB,7023 W ARCHER AVE 1ST,CHICAGO,IL,60638,13,1,13-1,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,54620,RENEW,,11/15/2023,01/19/2024,N,01/16/2024,01/15/2026,01/19/2024,01/22/2024,AAI,,,41.791926718,-87.797481044,POINT (-87.79748104362288 41.791926717837214)
1196580-20240116,2940960,81594,3,"B.T. EXPRESS, INC. OF CHICAGO",JAZZ BAR,11601 W TOUHY AVE  CONCO,CHICAGO,IL,60666,41,27,41-27,16,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1196580,RENEW,,11/15/2023,01/18/2024,N,01/16/2024,01/15/2026,01/18/2024,01/19/2024,AAI,,,42.008750766,-87.906874134,POINT (-87.90687413400109 42.00875076599798)
2412659-20240116,2942299,399868,1,"SLEEPING VILLAGE, INC.",SLEEPING VILLAGE,3734-3738 W BELMONT AVE 1,CHICAGO,IL,60618,30,16,30-16,17,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2412659,RENEW,,11/15/2023,12/02/2023,N,01/16/2024,01/15/2026,12/02/2023,12/04/2023,AAI,,,41.939276987,-87.721203432,POINT (-87.72120343176074 41.93927698725887)
15960-20240116,2940770,27927,1,"AAADANA, INC.",DANAS LOUNGE,4715 S PAULINA ST 1,CHICAGO,IL,60609,20,20,20-20,9,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,15960,RENEW,,11/15/2023,01/25/2024,N,01/16/2024,01/15/2026,01/25/2024,01/26/2024,AAI,,10,41.808096818,-87.667234035,POINT (-87.66723403520811 41.80809681771658)
17069-20240116,2940591,7008,1,"PAP'S TAP, INC.",PAP TAP,5532 S NARRAGANSETT AVE 1ST,CHICAGO,IL,60638,13,11,13-11,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,17069,RENEW,,11/15/2023,01/10/2024,N,01/16/2024,01/15/2026,01/10/2024,01/11/2024,AAI,,,41.791341151,-87.781916515,POINT (-87.78191651512162 41.79134115145793)
